DrylabSetReportCSVv0.9.1
Documentedathttps://tbd.drylab.io/
cameraLetter;cameraName;cameraStart;actionStart;actionEnd;createdAt;filenameBase;reel;lens;filters;pan;tilt;dutch;colorTemperature;iso;tStop;distanceToBackground;distanceToGround;distanceToObject;latitude;longitude;scenes;shot;take;episodes;dayNumber;dayDate;takeID;ac;ac2;dataWrangler;director;dit;dop;producer;scriptSupervisor;soundMixer;tags;shotNotes;cameraTakeNotes;;cameraTakeNotes
A;;;;;;A030C001;A030;;;;;;;;;;;;;;8补;REH-25;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F000000;;;;;;;;;;;;;
C;;;;;;C028C001;C028;;;;;;;;;;;;;;8补;REH-25;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F000002;;;;;;;;;;;;;
A;;;;;;A030C002;A030;;;;;;;;;;;;;;8补;25;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F001000;;;;;;03:52;;;;全景LS,60,NG,;::;;
C;;;;;;C028C002;C028;;;;;;;;;;;;;;8补;25;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F001002;;;;;;03:52;;;;全景LS,60,NG,;::;;
A;;;;;;A030C003;A030;;;;;;;;;;;;;;8补;25;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F001000;;;;;;03:52;;;;全景LS,60,KEEP,;::;;
C;;;;;;C028C003;C028;;;;;;;;;;;;;;8补;25;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F001002;;;;;;03:52;;;;全景LS,60,KEEP,;::;;
A;;;;;;A030C004;A030;;;;;;;;;;;;;;8补;26;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002000;;;;;;03:52;;;;全景LS,90,NG,;::;;
C;;;;;;C028C004;C028;;;;;;;;;;;;;;8补;26;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002002;;;;;;03:52;;;;中景MS,90,NG,;::;;
A;;;;;;A030C005;A030;;;;;;;;;;;;;;8补;26;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002000;;;;;;03:52;;;;全景LS,90,KEEP,;::;;
C;;;;;;C028C005;C028;;;;;;;;;;;;;;8补;26;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002002;;;;;;03:52;;;;中景MS,90,KEEP,;::;;
A;;;;;;A030C006;A030;;;;;;;;;;;;;;8补;26;3;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002000;;;;;;03:52;;;;全景LS,90,Circle,;::;;
C;;;;;;C028C006;C028;;;;;;;;;;;;;;8补;26;3;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F002002;;;;;;03:52;;;;中景MS,90,Circle,;::;;
A;;;;;;A030C007;A030;;;;;;;;;;;;;;8补;27;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F003000;;;;;;03:52;;;;近景CS,90,NG,;:;;
A;;;;;;A030C008;A030;;;;;;;;;;;;;;8补;27;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F003000;;;;;;03:52;;;;近景CS,90,KEEP,;:;;
A;;;;;;A030C009;A030;;;;;;;;;;;;;;8补;27;3;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F003000;;;;;;03:52;;;;近景CS,90,Circle,;:;;
A;;;;;;A030C010;A030;;;;;;;;;;;;;;8补;28;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F004000;;;;;;03:52;;;;大全WS,90,NG,;::;;
B;;;;;;B029C001;B029;;;;;;;;;;;;;;8补;28;1;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F004001;;;;;;03:52;;;;中全景MLS,60,NG,;::;;
A;;;;;;A030C011;A030;;;;;;;;;;;;;;8补;28;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F004000;;;;;;03:52;;;;大全WS,90,NG,;::;;
B;;;;;;B029C002;B029;;;;;;;;;;;;;;8补;28;2;;20230922;;30208FC9-4BD0-4489-8229-AA2D0F004001;;;;;;03:52;;;;中全景MLS,60,NG,;::;;
